Signs:A,Coordinate:0 5,iconName:door
Signs:B,Coordinate:4 0,iconName:door
Signs:C,Coordinate:12 0,iconName:door
Signs:D,Coordinate:13 5,iconName:door
Signs:E,Coordinate:4 10,iconName:trophy

Karakter:Stormtrooper,Kapi:B
Karakter:darthVader,Kapi:C
Karakter:darthVader,Kapi:A
Karakter:Kyloren,Kapi:D


0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0
0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1
0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0
1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0
0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1
0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1
0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1
0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0
0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1
0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1
1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0
0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0
0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1
0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1
